concept_id,concept_name,cluster
4148140,Cocaine delusional disorder,Psychotic Disorder
46286940,Cocaine-induced psychosis,Psychotic Disorder
4272033,Cocaine-induced psychotic disorder with hallucinations,Psychotic Disorder
37110498,Cognitive impairment co-occurrent and due to primary psychotic disorder,Psychotic Disorder
4233990,Cotard's syndrome,Psychotic Disorder
4033047,Cutaneous monosymptomatic delusional psychosis,Psychotic Disorder
4145071,Cycloid psychosis,Psychotic Disorder
4033048,Delusion of foul odor,Psychotic Disorder
432590,Delusional disorder,Psychotic Disorder
37109939,Delusional disorder currently in full remission,Psychotic Disorder
37109938,Delusional disorder currently in partial remission,Psychotic Disorder
37109937,Delusional disorder currently symptomatic,Psychotic Disorder
44782937,Delusional disorder in remission,Psychotic Disorder
4246498,"Delusional disorder, mixed type",Psychotic Disorder
4133191,Delusional dysmorphophobia,Psychotic Disorder
4033939,Delusional hyperhidrosis,Psychotic Disorder
4033509,Delusions of infestation,Psychotic Disorder
4081257,Delusions of parasitosis,Psychotic Disorder
4081256,Disorders of cutaneous image and perception,Psychotic Disorder
443559,Drug-induced delusional disorder,Psychotic Disorder
440987,Drug-induced hallucinosis,Psychotic Disorder
4335161,Drug-induced intensive care psychosis,Psychotic Disorder
4101142,Drug-induced paranoia or hallucinatory states,Psychotic Disorder
4101143,Drug-induced paranoid state,Psychotic Disorder
434900,Drug-induced psychosis,Psychotic Disorder
4338020,Epileptic psychosis,Psychotic Disorder
4031212,Erotomanic delusion disorder,Psychotic Disorder
4165509,Grandiose delusion disorder,Psychotic Disorder
4176286,Hallucinogen delusional disorder,Psychotic Disorder
4137955,Hallucinogen hallucinosis,Psychotic Disorder
46284261,Hallucinogen-induced psychosis,Psychotic Disorder
4033940,Hyperschemazia,Psychotic Disorder
4033050,Hyposchemazia,Psychotic Disorder
436952,Induced psychotic disorder,Psychotic Disorder
4327348,Inhalant-induced psychotic disorder with delusions,Psychotic Disorder
4271051,Inhalant-induced psychotic disorder with hallucinations,Psychotic Disorder
4082000,Involutional paranoid state,Psychotic Disorder
4300755,Jealous delusion disorder,Psychotic Disorder
4288013,Korsakoff's psychosis,Psychotic Disorder
4103124,Korsakov's alcoholic psychosis with peripheral neuritis,Psychotic Disorder
4275117,Locuru,Psychotic Disorder
4028783,Mild postnatal psychosis,Psychotic Disorder
4037302,Morbid jealousy,Psychotic Disorder
37117218,Negative symptoms co-occurrent and due to primary psychotic disorder,Psychotic Disorder
4066023,Non-alcoholic Korsakoff's psychosis,Psychotic Disorder
4101149,Non-organic psychosis,Psychotic Disorder
46284258,Opioid-induced psychosis,Psychotic Disorder
4067987,Opioid-induced psychotic disorder with delusions,Psychotic Disorder
4024296,Opioid-induced psychotic disorder with hallucinations,Psychotic Disorder
375229,Organic delusional disorder,Psychotic Disorder
373175,Organic hallucinosis,Psychotic Disorder
4100247,Organic psychotic condition,Psychotic Disorder
4098308,Paranoia querulans,Psychotic Disorder
4102670,Paranoid disorder,Psychotic Disorder
4132780,Paranoid-hallucinatory epileptic psychosis,Psychotic Disorder
4174677,PCP delusional disorder,Psychotic Disorder
37109948,Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal,Psychotic Disorder
37110471,Perceptual disturbances and seizures co-occurrent and due to psychoactive substance withdrawal,Psychotic Disorder
37110469,Perceptual disturbances co-occurrent and due to psychoactive substance withdrawal,Psychotic Disorder
4232639,Persecutory delusion disorder,Psychotic Disorder
4335168,Persistent delusional disorder,Psychotic Disorder
45757569,Phencyclidine psychosis,Psychotic Disorder
4141280,Phencyclidine-induced psychotic disorder with hallucinations,Psychotic Disorder
4057246,Postpartum psychosis,Psychotic Disorder
42535649,Postpartum psychosis in remission,Psychotic Disorder
4333667,Presbyophrenic psychosis,Psychotic Disorder
443930,Psychoactive substance-induced organic delusional disorder,Psychotic Disorder
4155336,Psychoactive substance-induced organic hallucinosis,Psychotic Disorder
46284260,Psychoactive substance-induced psychosis,Psychotic Disorder
4297827,Psychogenic formication,Psychotic Disorder
440983,Psychogenic paranoid psychosis,Psychotic Disorder
37110497,Psychomotor symptom co-occurrent and due to psychotic disorder,Psychotic Disorder
46273527,Psychosis caused by inhalant,Psychotic Disorder
36714473,Psychosis co-occurrent and due to Parkinson's disease,Psychotic Disorder
439706,Psychosis with origin in childhood,Psychotic Disorder
436073,Psychotic disorder,Psychotic Disorder
37109949,Psychotic disorder caused by alcohol with schizophreniform symptoms,Psychotic Disorder
37110427,Psychotic disorder caused by anxiolytic,Psychotic Disorder
37109954,Psychotic disorder caused by cannabis,Psychotic Disorder
37110437,Psychotic disorder caused by cocaine,Psychotic Disorder
37119236,Psychotic disorder caused by dissociative drug,Psychotic Disorder
37110443,Psychotic disorder caused by hallucinogen,Psychotic Disorder
37110426,Psychotic disorder caused by hypnotic,Psychotic Disorder
37110462,Psychotic disorder caused by ketamine,Psychotic Disorder
37108954,Psychotic disorder caused by methamphetamine,Psychotic Disorder
37119149,Psychotic disorder caused by methylenedioxymethamphetamine,Psychotic Disorder
37110408,Psychotic disorder caused by opioid,Psychotic Disorder
37110472,Psychotic disorder caused by psychoactive substance,Psychotic Disorder
37110425,Psychotic disorder caused by sedative,Psychotic Disorder
42539146,Psychotic disorder caused by stimulant,Psychotic Disorder
42537776,Psychotic disorder caused by synthetic cannabinoid,Psychotic Disorder
42538731,Psychotic disorder caused by synthetic cathinone,Psychotic Disorder
37110448,Psychotic disorder caused by volatile inhalant,Psychotic Disorder
44784619,Psychotic disorder due to amphetamine use,Psychotic Disorder
45757162,Psychotic disorder in mother complicating childbirth,Psychotic Disorder
45757163,Psychotic disorder in mother complicating pregnancy,Psychotic Disorder
42538588,Psychotic disorder with delusions caused by stimulant,Psychotic Disorder
42538733,Psychotic disorder with delusions caused by synthetic cathinone,Psychotic Disorder
42538587,Psychotic disorder with hallucinations caused by stimulant,Psychotic Disorder
42538732,Psychotic disorder with hallucinations caused by synthetic cathinone,Psychotic Disorder
42536755,Psychotic disorder with schizophreniform symptoms caused by cocaine,Psychotic Disorder
42538734,Psychotic disorder with schizophreniform symptoms caused by synthetic cathinone,Psychotic Disorder
4101393,Qi-gong psychotic reaction,Psychotic Disorder
435237,Reactive psychoses,Psychotic Disorder
40480428,Residual childhood psychosis,Psychotic Disorder
42537691,Secondary psychotic syndrome with hallucinations and delusions,Psychotic Disorder
46287147,Sedative-induced psychosis,Psychotic Disorder
4026127,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions",Psychotic Disorder
4171175,"Sedative, hypnotic AND/OR anxiolytic-induced psychotic disorder with hallucinations",Psychotic Disorder
4129843,Severe postnatal psychosis,Psychotic Disorder
439707,Shared paranoid disorder,Psychotic Disorder
440684,Simple paranoid state,Psychotic Disorder
37117049,Substance induced psychotic disorder,Psychotic Disorder
4030431,Symbiotic infantile psychosis,Psychotic Disorder
4098166,Transient organic psychoses,Psychotic Disorder
46284262,Volatile inhalant-induced psychosis,Psychotic Disorder
4182556,Windigo,Psychotic Disorder
4164767,Zar,Psychotic Disorder
40480415,Affective psychosis,Schizoaffective Disorder
37110495,Depressive symptoms co-occurrent and due to primary psychotic disorder,Schizoaffective Disorder
37110496,Manic symptoms co-occurrent and due to primary psychotic disorder,Schizoaffective Disorder
4286201,Schizoaffective disorder,Schizoaffective Disorder
4244078,"Schizoaffective disorder, bipolar type",Schizoaffective Disorder
4224940,"Schizoaffective disorder, depressive type",Schizoaffective Disorder
4153292,"Schizoaffective disorder, manic type",Schizoaffective Disorder
4152971,"Schizoaffective disorder, mixed type",Schizoaffective Disorder
439705,Active disintegrative psychoses,Schizophrenia
436071,Acute exacerbation of chronic catatonic schizophrenia,Schizophrenia
4103254,Acute exacerbation of chronic disorganized schizophrenia,Schizophrenia
433734,Acute exacerbation of chronic latent schizophrenia,Schizophrenia
437243,Acute exacerbation of chronic paranoid schizophrenia,Schizophrenia
435236,Acute exacerbation of chronic schizoaffective schizophrenia,Schizophrenia
4100366,Acute exacerbation of chronic schizophrenia,Schizophrenia
439275,Acute exacerbation of subchronic catatonic schizophrenia,Schizophrenia
439274,Acute exacerbation of subchronic latent schizophrenia,Schizophrenia
434901,Acute exacerbation of subchronic paranoid schizophrenia,Schizophrenia
432865,Acute exacerbation of subchronic schizoaffective schizophrenia,Schizophrenia
37016741,Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia,Schizophrenia
37016719,Acute polymorphic psychotic disorder without symptoms of schizophrenia,Schizophrenia
4133495,Acute schizophrenia-like psychotic disorder,Schizophrenia
432864,Acute schizophrenic episode,Schizophrenia
4168389,Borderline schizophrenia,Schizophrenia
35610094,Cataleptic schizophrenia,Schizophrenia
433996,Catatonic schizophrenia,Schizophrenia
434332,Catatonic schizophrenia in remission,Schizophrenia
4102660,Cenesthopathic schizophrenia,Schizophrenia
441535,Childhood disintegrative disorder,Schizophrenia
441538,Chronic catatonic schizophrenia,Schizophrenia
440368,Chronic disorganized schizophrenia,Schizophrenia
436385,Chronic disorganized schizophrenia with acute exacerbation,Schizophrenia
435235,Chronic latent schizophrenia,Schizophrenia
436944,Chronic paranoid schizophrenia,Schizophrenia
436673,Chronic residual schizophrenia,Schizophrenia
435218,Chronic residual schizophrenia with acute exacerbations,Schizophrenia
441835,Chronic schizoaffective schizophrenia,Schizophrenia
435782,Chronic schizophrenia,Schizophrenia
4105330,Chronic undifferentiated schizophrenia,Schizophrenia
4194671,Chronic undifferentiated schizophrenia with acute exacerbations,Schizophrenia
441828,Disorganized schizophrenia,Schizophrenia
436947,Disorganized schizophrenia in remission,Schizophrenia
4244059,Involutional paraphrenia,Schizophrenia
4219539,Late onset schizophrenia,Schizophrenia
433742,Latent schizophrenia,Schizophrenia
432300,Latent schizophrenia in remission,Schizophrenia
433450,Paranoid schizophrenia,Schizophrenia
435217,Paranoid schizophrenia in remission,Schizophrenia
434318,Paraphrenia,Schizophrenia
37110494,Positive symptoms co-occurrent and due to primary psychotic disorder,Schizophrenia
4332994,Post-schizophrenic depression,Schizophrenia
43020445,Psychosis in early childhood,Schizophrenia
439704,Residual disintegrative psychoses,Schizophrenia
439004,Residual schizophrenia,Schizophrenia
440686,Residual schizophrenia in remission,Schizophrenia
432597,Schizoaffective schizophrenia,Schizophrenia
434321,Schizoaffective schizophrenia in remission,Schizophrenia
435783,Schizophrenia,Schizophrenia
435219,Schizophrenia in remission,Schizophrenia
4100365,Schizophrenic disorders,Schizophrenia
4085662,Schizophrenic prodrome,Schizophrenia
444434,Schizophreniform disorder,Schizophrenia
4263364,Schizophreniform disorder with good prognostic features,Schizophrenia
4184004,Schizophreniform disorder without good prognostic features,Schizophrenia
436067,Simple schizophrenia,Schizophrenia
433990,Subchronic catatonic schizophrenia,Schizophrenia
438724,Subchronic disorganized schizophrenia,Schizophrenia
436384,Subchronic disorganized schizophrenia with acute exacerbations,Schizophrenia
440077,Subchronic latent schizophrenia,Schizophrenia
432299,Subchronic paranoid schizophrenia,Schizophrenia
433442,Subchronic residual schizophrenia,Schizophrenia
444396,Subchronic residual schizophrenia with acute exacerbations,Schizophrenia
433443,Subchronic schizoaffective schizophrenia,Schizophrenia
440373,Subchronic schizophrenia,Schizophrenia
432598,Subchronic schizophrenia with acute exacerbations,Schizophrenia
4310121,Subchronic undifferentiated schizophrenia,Schizophrenia
4321694,Subchronic undifferentiated schizophrenia with acute exacerbations,Schizophrenia
4008566,Undifferentiated schizophrenia,Schizophrenia
4213979,Undifferentiated schizophrenia in remission,Schizophrenia
37110489,Behaviorally induced hypersomnia,Hypersomnia
437854,Cataplexy and narcolepsy,Hypersomnia
43530733,Daytime hypersomnia,Hypersomnia
44784627,Drug-induced hypersomnia,Hypersomnia
4043562,Excessive day and night-time sleepiness,Hypersomnia
4044238,Excessive daytime sleepiness - normal night sleep,Hypersomnia
438134,Hypersomnia,Hypersomnia
37016174,Hypersomnia caused by alcohol,Hypersomnia
434891,Hypersomnia disorder related to a known organic factor,Hypersomnia
436669,Hypersomnia disorder related to another mental disorder,Hypersomnia
4143701,Hypersomnia disorder related to menstruation,Hypersomnia
4047912,Hypersomnia of non-organic origin,Hypersomnia
439150,Hypersomnia with sleep apnea,Hypersomnia
37110490,Hypersomnolence caused by substance,Hypersomnia
43531627,Idiopathic hypersomnia,Hypersomnia
40483183,Idiopathic hypersomnia associated with long sleep time,Hypersomnia
40482713,Idiopathic hypersomnia without long sleep time,Hypersomnia
436100,Narcolepsy,Hypersomnia
42536721,Narcolepsy type 1,Hypersomnia
43531721,Narcolepsy without cataplexy,Hypersomnia
4086852,Oversleeps,Hypersomnia
434904,Persistent hypersomnia,Hypersomnia
4044239,Postviral excessive daytime sleepiness,Hypersomnia
4262584,Primary hypersomnia,Hypersomnia
443528,Recurrent hypersomnia,Hypersomnia
762958,Secondary narcolepsy,Hypersomnia
762960,Secondary narcolepsy with cataplexy,Hypersomnia
762959,Secondary narcolepsy without cataplexy,Hypersomnia
437260,Transient hypersomnia,Hypersomnia
42538607,Acute insomnia,Insomnia
43020938,Adjustment insomnia,Insomnia
43021812,Behavioral insomnia of childhood,Insomnia
43021860,"Behavioral insomnia of childhood, combined type",Insomnia
43020464,"Behavioral insomnia of childhood, limit setting type",Insomnia
43020467,"Behavioral insomnia of childhood, sleep onset association type",Insomnia
37110488,Chronic insomnia,Insomnia
4087476,Circumstances interfere with sleep,Insomnia
4156060,Complaining of insomnia,Insomnia
44784625,Drug-induced insomnia,Insomnia
4268443,Early morning waking,Insomnia
444300,Fatal familial insomnia,Insomnia
37395584,Hyposomnia co-occurrent and due to psychological disorder,Insomnia
4243368,Initial insomnia,Insomnia
436962,Insomnia,Insomnia
37016173,Insomnia caused by alcohol,Insomnia
37117120,Insomnia co-occurrent and due to medical condition,Insomnia
37397765,Insomnia co-occurrent and due to nocturnal myoclonus,Insomnia
439013,Insomnia disorder related to another mental disorder,Insomnia
436681,Insomnia disorder related to known organic factor,Insomnia
763092,Insomnia due to anxiety and fear,Insomnia
434172,Insomnia with sleep apnea,Insomnia
4012514,Late insomnia,Insomnia
4282607,Middle insomnia,Insomnia
4182361,Mixed insomnia,Insomnia
4102985,Nonorganic insomnia,Insomnia
4087475,Not getting enough sleep,Insomnia
440082,Persistent insomnia,Insomnia
43020415,Primary hyposomnia,Insomnia
4215402,Primary insomnia,Insomnia
4138617,Psychophysiologic insomnia,Insomnia
4228217,Rebound insomnia,Insomnia
4093843,Symptoms interfere with sleep,Insomnia
4283230,Terminal insomnia,Insomnia
434918,Transient insomnia,Insomnia
4186720,Benign neonatal sleep myoclonus,Parasomnias
4012210,C/O nightmares,Parasomnias
40480875,Confusional arousal disorder,Parasomnias
4043563,Excessive daytime sleepiness with sleep paralysis,Parasomnias
40493499,Exploding head syndrome,Parasomnias
37110491,Hypnogogic exploding head syndrome,Parasomnias
4170260,Nightmares,Parasomnias
4178928,Nightmares associated with chronic post-traumatic stress disorder,Parasomnias
43530739,Nocturnal myoclonus,Parasomnias
4253315,Nocturnal sleep-related eating disorder,Parasomnias
4137847,Non-organic parasomnia,Parasomnias
40481372,Organic parasomnia,Parasomnias
440087,Parasomnia,Parasomnias
37016172,Parasomnia caused by alcohol,Parasomnias
46273509,Parasomnia caused by drug,Parasomnias
37110493,Parasomnia disorder caused by substance,Parasomnias
4068032,Pavor diurnus,Parasomnias
4305841,Periodic limb movement disorder,Parasomnias
4092270,Reaction to sudden wakening,Parasomnias
40482198,Recurrent isolated sleep paralysis,Parasomnias
439007,REM sleep behavior disorder,Parasomnias
73754,Restless legs,Parasomnias
4181303,Secondary parasomnia,Parasomnias
36716782,Secondary restless legs syndrome,Parasomnias
4085837,Sleep automatism,Parasomnias
4099948,Sleep drunkenness,Parasomnias
435238,Sleep paralysis,Parasomnias
433455,Sleep related bruxism,Parasomnias
35626941,Sleep related movement disorder,Parasomnias
4328804,Sleep related rhythmic movement disorder,Parasomnias
4078868,Sleep starts,Parasomnias
4232324,Sleep terror disorder,Parasomnias
377535,Sleep walking disorder,Parasomnias
4325875,Sleep-related dissociative disorder,Parasomnias
4047916,Sleep-related dystonia,Parasomnias
4179394,Sleep-related groaning,Parasomnias
4047914,Sleep-related head banging,Parasomnias
36713082,Somnambulism co-occurrent with sleep terror disorder,Parasomnias
4112895,Able to control anger,Anger/Aggression
4266361,Aggressive behavior,Anger/Aggression
4289601,Aggressive biting,Anger/Aggression
4100668,Aggressive outburst,Anger/Aggression
4084881,Aimless destructive behavior,Anger/Aggression
4102974,Anger reaction,Anger/Aggression
4075931,Becomes angry very easily,Anger/Aggression
4113025,Biting other person,Anger/Aggression
4107869,Breaking windows,Anger/Aggression
4092391,Bullying,Anger/Aggression
4181155,Bullying of adult,Anger/Aggression
4327104,Bullying of child,Anger/Aggression
4109820,Cutting other person,Anger/Aggression
4111213,Dangerous and harmful thoughts,Anger/Aggression
4111214,Dangerous fantasy,Anger/Aggression
4112130,Dangerous plans,Anger/Aggression
4196103,Defensive aggression,Anger/Aggression
4197898,Destructive behavior,Anger/Aggression
4092396,Destructive behavior toward property,Anger/Aggression
4110298,Difficulty controlling anger,Anger/Aggression
4109508,Displays of aggression,Anger/Aggression
42690175,Does control anger,Anger/Aggression
42690043,Does not control anger,Anger/Aggression
4156431,Dominance aggression,Anger/Aggression
4109523,Drowning other person,Anger/Aggression
4084876,Emotional bullying,Anger/Aggression
4156430,Fear-related aggression,Anger/Aggression
4085333,Fighting,Anger/Aggression
4268247,Finding related to ability to control anger,Anger/Aggression
4109522,Garrotting other person,Anger/Aggression
4109512,Goading,Anger/Aggression
4109518,Gouging other person,Anger/Aggression
4109818,Grabbing hold of other person,Anger/Aggression
4037303,Harmful thoughts,Anger/Aggression
4113024,Head-butting other person,Anger/Aggression
4109514,Hitting other person,Anger/Aggression
4109695,Hitting other person with object,Anger/Aggression
4024763,Homicidal thoughts,Anger/Aggression
4195585,Hostile behavior,Anger/Aggression
4195585,Hostile behavior,Anger/Aggression
4143619,Intermittent explosive outburst,Anger/Aggression
4091253,Intimidation,Anger/Aggression
4168681,Irritability and anger,Anger/Aggression
4168681,Irritability and anger,Anger/Aggression
4141604,Isolated explosive outburst,Anger/Aggression
43531021,Kicking other person,Anger/Aggression
4113023,Lashing out at other person,Anger/Aggression
4087295,Malicious damage,Anger/Aggression
4113022,Mocking,Anger/Aggression
4109517,Nipping other person,Anger/Aggression
4294972,Offensive aggression,Anger/Aggression
4168860,Outbursts of anger,Anger/Aggression
4085332,Physical aggression,Anger/Aggression
4085332,Physical aggression,Anger/Aggression
4085331,Physical bullying,Anger/Aggression
4109510,Physically threatening behavior,Anger/Aggression
4113026,Pinching other person,Anger/Aggression
4115022,Plans to assault,Anger/Aggression
4112132,Plans to kill,Anger/Aggression
4153670,Play aggression,Anger/Aggression
4107866,Primitive rage,Anger/Aggression
4085218,Provocative behavior,Anger/Aggression
4107864,Pulling other person's hair,Anger/Aggression
4109515,Punching other person,Anger/Aggression
4109516,Pushing other person,Anger/Aggression
4152737,Redirected aggression,Anger/Aggression
4069814,Reinforced aggression,Anger/Aggression
4109819,Scratching other person,Anger/Aggression
4109822,Shooting other person,Anger/Aggression
4109817,Slapping other person,Anger/Aggression
4108922,Slashing other person with sharp object,Anger/Aggression
4109528,Smashing up furniture,Anger/Aggression
4109519,Stabbing other person,Anger/Aggression
4109521,Strangling other person,Anger/Aggression
4109520,Suffocating other person,Anger/Aggression
4109821,Suffocating other person through smothering,Anger/Aggression
4092392,Teasing,Anger/Aggression
4085852,Temper problem,Anger/Aggression
4222310,Temper tantrum,Anger/Aggression
4153669,Territorial aggression,Anger/Aggression
4115021,Thoughts of physical assault,Anger/Aggression
4112129,Thoughts of revenge,Anger/Aggression
4115019,Thoughts of violence,Anger/Aggression
4109509,Threatening behavior,Anger/Aggression
4076645,Unable to control anger,Anger/Aggression
4084880,Vandalism,Anger/Aggression
4084878,Verbal aggression,Anger/Aggression
4109511,Verbally threatening behavior,Anger/Aggression
4269896,Violent acts towards others,Anger/Aggression
4297826,Acarophobia,Anxiety Symptoms
4021502,Anxiety about altered body image,Anxiety Symptoms
4082667,Anxiety about appearing ridiculous,Anxiety Symptoms
4080565,Anxiety about becoming fat,Anxiety Symptoms
4085058,Anxiety about behavior or performance,Anxiety Symptoms
4230494,Anxiety about blushing,Anxiety Symptoms
4084699,Anxiety about body function or health,Anxiety Symptoms
45765567,Anxiety about breathlessness,Anxiety Symptoms
4174147,Anxiety about choking,Anxiety Symptoms
4174148,Anxiety about collapsing,Anxiety Symptoms
4080564,Anxiety about dying,Anxiety Symptoms
4080566,Anxiety about fainting,Anxiety Symptoms
4023197,Anxiety about forced dependence,Anxiety Symptoms
4174271,Anxiety about going crazy,Anxiety Symptoms
4174146,Anxiety about having a fit,Anxiety Symptoms
4080567,Anxiety about having a heart attack,Anxiety Symptoms
44792167,Anxiety about lethargy,Anxiety Symptoms
4082663,Anxiety about losing control of bowels,Anxiety Symptoms
4082665,Anxiety about losing emotional control,Anxiety Symptoms
4025953,Anxiety about loss of control,Anxiety Symptoms
4328276,Anxiety about loss of memory,Anxiety Symptoms
4021793,Anxiety about making mistakes,Anxiety Symptoms
44792168,Anxiety about mood,Anxiety Symptoms
4025954,Anxiety about not coping with parenthood,Anxiety Symptoms
4021790,Anxiety about resuming sexual relations,Anxiety Symptoms
4174274,Anxiety about saying the wrong thing,Anxiety Symptoms
4174149,Anxiety about shaking,Anxiety Symptoms
4082664,Anxiety about swallowing,Anxiety Symptoms
4080138,Anxiety about sweating,Anxiety Symptoms
4021501,Anxiety about treatment,Anxiety Symptoms
4080563,Anxiety about vomiting in public,Anxiety Symptoms
4174145,Anxiety about wetting self,Anxiety Symptoms
4012102,Arachnophobia,Anxiety Symptoms
4081887,Bromhidrosiphobia,Anxiety Symptoms
4185245,Erotophobia,Anxiety Symptoms
4338033,Examination fear,Anxiety Symptoms
4029621,Fear,Anxiety Symptoms
37018227,Fear about medication side effects,Anxiety Symptoms
4120383,Fear associated with healthcare,Anxiety Symptoms
4085063,Fear associated with illness and body function,Anxiety Symptoms
45773542,Fear of abandonment,Anxiety Symptoms
4308490,Fear of abuse,Anxiety Symptoms
4092242,Fear of activities in public,Anxiety Symptoms
4085064,Fear of anesthetic,Anxiety Symptoms
4084712,Fear of animals,Anxiety Symptoms
4084705,Fear of appearing ridiculous,Anxiety Symptoms
4085682,Fear of awareness under general anesthetic,Anxiety Symptoms
4085057,Fear of becoming fat,Anxiety Symptoms
45767112,Fear of being a burden to others,Anxiety Symptoms
4085061,Fear of being in a small group,Anxiety Symptoms
4092245,Fear of being laughed at,Anxiety Symptoms
4023196,Fear of being left alone,Anxiety Symptoms
4021787,Fear of being left alone during period of dependence,Anxiety Symptoms
4085676,Fear of being watched,Anxiety Symptoms
4112115,Fear of birds,Anxiety Symptoms
4009714,Fear of blood,Anxiety Symptoms
37110258,Fear of breast cancer,Anxiety Symptoms
37110256,Fear of breast disease,Anxiety Symptoms
43020470,Fear of bridges,Anxiety Symptoms
36716890,Fear of cancer of endocrine system,Anxiety Symptoms
36716869,Fear of cancer of respiratory system,Anxiety Symptoms
36716864,Fear of cardiovascular disease,Anxiety Symptoms
4084701,Fear of choking,Anxiety Symptoms
4085668,Fear of collapsing,Anxiety Symptoms
45767590,Fear of contagion,Anxiety Symptoms
4084717,Fear of contracting disease,Anxiety Symptoms
4009716,Fear of contracting HIV infection,Anxiety Symptoms
4092250,Fear of contracting radiation sickness,Anxiety Symptoms
4085184,Fear of contracting venereal disease,Anxiety Symptoms
4085059,Fear of crossing streets,Anxiety Symptoms
4098317,Fear of crowds,Anxiety Symptoms
44783319,Fear of deafness,Anxiety Symptoms
4012100,Fear of death,Anxiety Symptoms
4021788,Fear of dentist,Anxiety Symptoms
4021786,Fear of disconnection from ventilator,Anxiety Symptoms
4231651,Fear of drinking liquids due to dysphagia,Anxiety Symptoms
36716892,Fear of ear disease,Anxiety Symptoms
4085060,Fear of eating in public,Anxiety Symptoms
4084707,Fear of empty streets,Anxiety Symptoms
4084714,Fear of enclosed spaces,Anxiety Symptoms
36716887,Fear of endocrine disease,Anxiety Symptoms
37111462,Fear of eye disease,Anxiety Symptoms
4092240,Fear of fainting,Anxiety Symptoms
4270017,Fear of falling,Anxiety Symptoms
4229564,Fear of falling while mobilizing,Anxiety Symptoms
4084713,Fear of feathers,Anxiety Symptoms
4085062,Fear of flying,Anxiety Symptoms
4085681,Fear of general anesthetic,Anxiety Symptoms
37110257,Fear of genital cancer,Anxiety Symptoms
37119079,Fear of genital disease,Anxiety Symptoms
4142502,Fear of getting cancer,Anxiety Symptoms
4085185,Fear of ghosts,Anxiety Symptoms
4085670,Fear of going crazy,Anxiety Symptoms
4084706,Fear of going out,Anxiety Symptoms
4085055,Fear of having a fit,Anxiety Symptoms
4085056,Fear of having a heart attack,Anxiety Symptoms
36716689,Fear of having cancer of digestive system,Anxiety Symptoms
36716688,Fear of having digestive disease,Anxiety Symptoms
36716863,Fear of heart disease,Anxiety Symptoms
4077954,Fear of heights,Anxiety Symptoms
36716894,Fear of hematological cancer,Anxiety Symptoms
36716893,Fear of hematological disease,Anxiety Symptoms
4085683,Fear of hospitals,Anxiety Symptoms
4012566,Fear of infection,Anxiety Symptoms
43020471,Fear of injury,Anxiety Symptoms
4023785,Fear of insects,Anxiety Symptoms
4021499,Fear of lifts,Anxiety Symptoms
4085183,Fear of local anesthetic,Anxiety Symptoms
4084700,Fear of losing control of bowels,Anxiety Symptoms
4021794,Fear of losing control of bowels in public,Anxiety Symptoms
4084704,Fear of losing emotional control,Anxiety Symptoms
44783317,Fear of medical treatment,Anxiety Symptoms
42538608,Fear of mental disorder,Anxiety Symptoms
36716888,Fear of metabolic disease,Anxiety Symptoms
4023195,Fear of mobilizing,Anxiety Symptoms
36717607,Fear of musculoskeletal cancer,Anxiety Symptoms
36717247,Fear of musculoskeletal disease,Anxiety Symptoms
4085678,Fear of natural phenomena,Anxiety Symptoms
4092616,Fear of needles,Anxiety Symptoms
37110550,Fear of neurological disease,Anxiety Symptoms
4021789,Fear of not coping with treatment,Anxiety Symptoms
4092248,Fear of not waking from general anesthetic,Anxiety Symptoms
36716889,Fear of nutritional disease,Anxiety Symptoms
4092241,Fear of open spaces,Anxiety Symptoms
4084715,Fear of phone boxes,Anxiety Symptoms
4084716,Fear of problem after anesthetic,Anxiety Symptoms
4092243,Fear of public speaking,Anxiety Symptoms
4175349,Fear of reaction regarding family planning choices,Anxiety Symptoms
36716868,Fear of respiratory disease,Anxiety Symptoms
4085671,Fear of saying the wrong thing,Anxiety Symptoms
4135575,Fear of school,Anxiety Symptoms
37110259,Fear of sexual dysfunction,Anxiety Symptoms
4084703,Fear of shaking,Anxiety Symptoms
37110595,Fear of skin disease,Anxiety Symptoms
4085674,Fear of social gatherings,Anxiety Symptoms
4085673,Fear of social group activities,Anxiety Symptoms
4084711,Fear of speaking on the phone,Anxiety Symptoms
4085675,Fear of speaking to people in authority,Anxiety Symptoms
4092249,Fear of surgical masks,Anxiety Symptoms
4084702,Fear of swallowing,Anxiety Symptoms
4085669,Fear of sweating,Anxiety Symptoms
4085684,Fear of the bogey man,Anxiety Symptoms
4085679,Fear of the dark,Anxiety Symptoms
4025952,Fear of thunderstorm,Anxiety Symptoms
4266021,Fear of transport,Anxiety Symptoms
4162390,Fear of traveling in vehicles,Anxiety Symptoms
4092247,Fear of tunnels,Anxiety Symptoms
42539557,Fear of urinary disease,Anxiety Symptoms
4084710,Fear of using public toilets,Anxiety Symptoms
4085667,Fear of vomiting in public,Anxiety Symptoms
4021785,Fear of walking,Anxiety Symptoms
4078434,Fear of water,Anxiety Symptoms
4085665,Fear of wetting self,Anxiety Symptoms
4025955,Fear of wetting self in public,Anxiety Symptoms
4085672,Fear of writing in public,Anxiety Symptoms
4174144,Fear relating to body function,Anxiety Symptoms
